WY,2013,12,6952.66
WY,2014,2,6347.8
WY,2014,4,3748.16
WY,2014,6,3829.76
WY,2014,9,3255.5
WY,2014,10,6599.91
WY,2014,12,7234.52
WY,2015,2,6106.06
WY,2015,4,5457.34
WY,2015,6,3944.51
